product_name,selling_price,regular_price,currency,pdp_url,product_description,rating,review,promotion_description,breadcrumb,images
Espresso BIO - Intense,3.99,3.99,EURO,https://www.lorespresso.com//fr_fr/p/espresso-bio-9,"Découvrez la beauté naturelle du café, avec ce nouvel espresso composé uniquement de grains de café biologiques. Savourez un café bio exceptionnel aux notes de caramel et de fruits frais, avec un arôme riche et complexe. Une combinaison délicieuse et incomparable. À déguster sans modération, comme les bons moments entre amis.",4.8,95,,Accueil > Capsules de café > Capsules Classiques > Espresso BIO - Intense,https://www.lorespresso.com/media/catalog/product/l/o/lor_pdp_espresso_bio_organic_int9_640x640_2.png?format=jpeg
Maxi pack Decaffeinato x30,8.07,10.09,EURO,https://www.lorespresso.com//fr_fr/p/espresso-decaffeinato-30x,"Le L'OR Espresso Decaffeinato vous permet de savourer un espresso riche sans caféine. Le café parfait pour ceux qui recherchent la richesse d'un espresso tout en évitant la caféine. Ce mélange harmonise des nuances subtiles de cacao avec la fraîcheur des baies sauvages. Les arômes envoûtants de muffin aux myrtilles et de cannelle ajoutent une touche gourmande à chaque tasse. Avec L'OR Espresso Decaffeinato, vous profitez d'un espresso de haute qualité sans caféine, le choix idéal pour ceux qui souhaitent une pause café douce mais pleinement satisfaisante.",4.8,232,-20 %,Accueil > Capsules de café > Capsules de café déca > Maxi pack Decaffeinato x30,https://www.lorespresso.com/media/catalog/product/l/o/lor_decaffeinato_6_640x640.png?format=jpeg
"Espresso Guatemala ",3.65,3.65,EURO,https://www.lorespresso.com//fr_fr/p/espresso-guatemala-7,"Le café L'OR Espresso du Guatemala provient d'un endroit au sol riche en calcaire où se mêle un mélange d'air chaud et froid. Cela donne un café vif et frais avec des notes de pomme douces et d'agrumes. Une torréfaction légère à moyenne a permis de préparer ce café élégant et raffiné aux nuances aromatiques complexes pour une expérience gustative des plus riches. Le mélange a une saveur légère et acidulée qui pétille sur votre langue, pour une expérience de dégustation exceptionnelle. Chaque tasse est apaisante et facile à boire à tout moment de la journée.",4.7,103,Exclu Web,"Accueil > Capsules de café > Capsules Classiques > Espresso Guatemala ",https://www.lorespresso.com/media/catalog/product/l/o/lor_pdp_espresso_origins_guatemala_x10capsules_640x640.png?format=jpeg
Maxi pack Delizioso x50,11.92,15.89,EURO,https://www.lorespresso.com//fr_fr/p/delizioso-50,"Découvrez l'équilibre exceptionnel du pack L'OR Espresso Delizioso x50, où la force de l'espresso se mêle à la douceur de la saveur, créant une harmonie parfaite entre amertume et douceur. Torréfié avec expertise par les experts en café de L'OR, ce mélange atteint un goût raffiné, sans amertume, pour une expérience café délicieuse. Évoquant la chaleur d'un gâteau maison, L'OR Espresso Delizioso invite à un début de journée réconfortant ou à une pause café sereine. Faites le plein avec 50 capsules de ce mélange harmonieux et laissez chaque tasse vous rappeler les plaisirs simples, conçus par nos Coffee Artists.",4.7,611,-25 %,Accueil > Capsules de café > Capsules Classiques > Maxi pack Delizioso x50,https://www.lorespresso.com/media/catalog/product/f/r/fr_8711000705001_sisei_lor_espresso-delizioso_x50_hero.png?format=jpeg
Maxi pack Forza x50,11.92,15.89,EURO,https://www.lorespresso.com//fr_fr/p/forza-50-4090912,"Avec ce maxi pack de 50 capsules d'Espresso Forza, vous pouvez faire le plein de votre mélange préféré et vivre des moments de dégustation uniques. Des notes de chêne et de réglisse laissent place à un arrière-goût long et épicé. Un café au goût intense et audacieux qui se termine par une onctueuse couche de crème. Une création des Coffee Artists de L'OR.",4.8,466,-25 %,Accueil > Capsules de café > Capsules Classiques > Maxi pack Forza x50,https://www.lorespresso.com/media/catalog/product/f/r/fr_8711000705032_lor_espresso_forza_x50_hero.png?format=jpeg
Maxi pack Lungo Profondo x50,13.09,17.45,EURO,https://www.lorespresso.com//fr_fr/p/lungo-profondo-50,"Avec ce maxi pack de 50 capsules Lungo Profondo, vous pouvez faire le plein de votre mélange préféré et vivre des moments de dégustation uniques. Des saveurs changeantes du début à la fin, avec une première touche d'acidité avant de se transformer en notes plus profondes de chocolat et de noix. Une création des Coffee Artists de L'OR.",4.7,455,-25 %,Accueil > Capsules de café > Capsules Classiques > Maxi pack Lungo Profondo x50,https://www.lorespresso.com/media/catalog/product/f/r/fr_8711000705063_lor-lungo_profondo_x50_hero.png?format=jpeg
Maxi pack Supremo x50,11.92,15.89,EURO,https://www.lorespresso.com//fr_fr/p/espresso-supremo-50,"L'OR Espresso Supremo est un mélange complexe et plein de contrastes. Le mariage du goût fumé et des notes fruitées donne une saveur parfaitement équilibrée. Le Supremo, c'est une agréable surprise à chaque gorgée.",4.8,667,-25 %,Accueil > Capsules de café > Capsules Classiques > Maxi pack Supremo x50,https://www.lorespresso.com/media/catalog/product/f/r/fr_8711000705193_l_or_espresso_supremo_50x_hero_1_.png?format=jpeg
Espresso Supremo,3.65,3.65,EURO,https://www.lorespresso.com//fr_fr/p/espresso-supremo-10,"L'Espresso Supremo est un mélange plein de contrastes. Grâce à son agréable goût fumé, vous aurez l'impression d'être entouré(e) de feuilles de tabac aux arômes envoutants. Ce parfum est contrasté par des notes complexes et onctueuses. Le mélange est complété par un arrière-goût fruité grâce à de subtiles notes de fraise qui viennent équilibrer de façon étonnante ce café torréfié à la perfection. Avec le Supremo, vous ne savez jamais à quoi vous attendre, mais vous savez que le plaisir sera au rendez-vous. Vous profitez de l'expérience intense du café sous la forme d'un espresso des plus corsés. Mélange élaboré par les experts du café L'OR .",4.8,667,,Accueil > Capsules de café > Capsules Classiques > Espresso Supremo,https://www.lorespresso.com/media/catalog/product/l/o/lor_pdp_espresso_supremo_x10capsules_640x640.png?format=jpeg
Espresso Delizioso,3.65,3.65,EURO,https://www.lorespresso.com//fr_fr/p/espresso-delizioso,"Le L'OR Espresso Delizioso surprend par son équilibre parfait entre la force de l'espresso et la douceur de ses arômes. Un café des plus onctueux, ni amer ni trop intense, pour un agréable goût de café torréfié. C'est un mélange spécialement créé par les experts en café de L'OR pour vous offrir un goût pur, équilibré et tout en nuances. Il rappelle le côté chaleureux d'un gâteau fait maison – une recette de famille préparée et savourée en toute simplicité. Il y a des moments où on n'a pas envie de compliquer les choses. Le L'OR Espresso Delizioso se transforme rapidement en un plaisir familier qui ne déçoit jamais. Un mélange équilibré et savamment torréfié qui a été spécialement conçu pour enchanter vos papilles gustatives. Ce café onctueux est le moyen parfait de bien commencer la journée ou de faire une pause bien méritée.",4.7,611,Meilleures ventes,Accueil > Capsules de café > Capsules Classiques > Espresso Delizioso,https://www.lorespresso.com/media/catalog/product/l/o/lor_pdp_espresso_delizioso_x10capsules_640x640.png?format=jpeg
Espresso Sontuoso,3.65,3.65,EURO,https://www.lorespresso.com//fr_fr/p/espresso-sontuoso-08,"L'OR Espresso Sontuoso est un espresso exaltant aux notes d'amandes grillées et aux notes florales, agrémenté de l'éclat ambré d'une mousse riche et onctueuse. Ce mélange a une saveur crémeuse et noisette avec des notes douces de crème brûlée, de pâte d'amande aux noisettes et de crème sucrée. Une passion irrésistible que vous ressentirez à chaque gorgée de ce mélange exquis avec une couche de crème onctueuse qui contraste avec son côté acidulé. Cet Espresso Sontuoso vous offre un goût rêveur et sensuel qui est le fruit des connaissances et de l'expérience de nos experts.",4.7,78,,Accueil > Capsules de café > Capsules Classiques > Espresso Sontuoso,https://www.lorespresso.com/media/catalog/product/l/o/lor_pdp_espresso_sontuoso_x10capsules_640x640.png?format=jpeg
Espresso Ultimo,3.65,3.65,EURO,https://www.lorespresso.com//fr_fr/p/espresso-ultimo,"L'OR Espresso Ultimo d'intensité 13 offre une expérience de café moulu riche et fruité en capsule, alliant douceur à une saveur forte. Savourez une saveur forte dès la première gorgée suivie d'un arrière-goût profond et durable de café torréfié et de chocolat. Les artistes du café L'OR ont mélangé des grains d'Arabica de haute qualité pour réaliser un espresso vraiment fort et sombre. Que vous soyez un connaisseur ou simplement à la recherche d'une expérience de café forte, l'Espresso Ultimo offre une fusion parfaite de profondeur, d'épices et de richesse aromatique. C'est un mélange qui ne se contente pas de satisfaire vos envies de café mais les élève à de nouveaux sommets.",4.6,231,,Accueil > Capsules de café > Capsules Classiques > Espresso Ultimo,https://www.lorespresso.com/media/catalog/product/3/5/3515065_99_2020_lor_oth_22_6_pim_640x640__1.png?format=jpeg
Espresso Forza,3.65,3.65,EURO,https://www.lorespresso.com//fr_fr/p/espresso-forza-09-4029339,"Laissez-vous surprendre par L'OR Espresso Forza, un espresso intense et corsé qui révèle toute la richesse d’un café torréfié à la perfection. Son profil aromatique associe des notes boisées et épicées, relevées par une touche subtile de réglisse et de chocolat noir. Cette combinaison audacieuse offre une longueur en bouche remarquable, sublimée par une crema onctueuse et dorée. Conçu pour les amateurs de cafés au caractère marqué, cet espresso développe une intensité enveloppante qui éveille les sens et procure une énergie revigorante dès la première gorgée.",4.8,466,Meilleures ventes,Accueil > Capsules de café > Capsules Classiques > Espresso Forza,https://www.lorespresso.com/media/catalog/product/l/o/lor_pdp_espresso_forza_x10capsules_640x640.png?format=jpeg
Espresso Fortissimo,3.65,3.65,EURO,https://www.lorespresso.com//fr_fr/p/espresso-fortissimo-11,"L'OR Espresso Fortissimo offre une expérience intense de l'espresso, mêlant l'audace des grains Arabica et Robusta profondément torréfiés à l'excitation des notes épicées. Ce mélange robuste séduit par ses tons riches et sombres harmonieusement associés à des épices vives, créant un café à la fois exaltant et profondément satisfaisant. Conçu pour laisser une impression durable, Fortissimo est parfait pour ceux qui apprécient un café qui reste avec eux longtemps après l'avoir bu. Idéal pour les matins énergisants ou les moments de détente, c'est le choix par excellence pour tous ceux qui recherchent une expérience espresso audacieuse et mémorable.",4.6,76,,Accueil > Capsules de café > Capsules Classiques > Espresso Fortissimo,https://www.lorespresso.com/media/catalog/product/l/o/lor_pdp_espresso_fortissimo_x10capsules_640x640.png?format=jpeg
Lungo Maranello,3.99,3.99,EURO,https://www.lorespresso.com//fr_fr/p/maranello-lungo,"Découvrez l’harmonie raffinée de Maranello Lungo, issu de notre . Ce mélange unique marie des notes élégantes de fruits rouges et des nuances grillées profondes pour une expérience gustative à la fois riche et équilibrée. De subtils arômes de cacao se révèlent en fin de bouche, ajoutant une touche gourmande à chaque gorgée. Avec son caractère généreux et ses saveurs affirmées, Maranello Lungo vous transporte dans un voyage captivant, du début à la fin. Un choix idéal pour tous les moments de la journée, où des arômes ronds rencontrent une élégance affirmée dans chaque tasse. L'OR Lungo Maranello est disponible exclusivement sur notre site internet et dans notre boutique parisienne.",4.6,37,Exclu Web,Accueil > Capsules de café > Capsules Classiques > Lungo Maranello,https://www.lorespresso.com/media/catalog/product/0/8/08711000595404_h1n1_option02_with_capsules.png?format=jpeg
Extra Long 8,5.59,5.59,EURO,https://www.lorespresso.com//fr_fr/p/extra-long-8,"Un café généreux et équilibré, où la torréfaction révèle des notes profondes d’amandes grillées, de chocolat noir et de fruits subtils. Profitez d’un lungo raffiné qui allie puissance et douceur, idéal pour prolonger le plaisir. Grâce à son format XXL, il est possible de préparer deux cafés simultanément ou de profiter d’un café extra-long en un seul geste. Une expérience café généreuse, née du savoir-faire des Coffee Artists de L'OR.",4.7,286,,Accueil > Capsules de café > Capsules XXL > Extra Long 8,https://www.lorespresso.com/media/catalog/product/0/1/01_fr_8711000422038_lor_barista_extra_long_8_xxl_10x_hero.png?format=jpeg
Double Ristretto,5.59,5.59,EURO,https://www.lorespresso.com//fr_fr/p/double-ristretto,"La capsule XXL L'OR BARISTA® Double Ristretto offre une version inédite des saveurs appréciées du L'OR Ristretto. Ces capsules XXL sont spécialement conçues pour être utilisées avec la machine L'OR BARISTA®, vous permettant de préparer facilement un double ristretto ou deux tasses individuelles simultanément. Parfait pour partager un moment café ou s'offrir une expérience plus intense en solo. Le L'OR Double Ristretto est réputé pour ses puissantes notes épicées et son caractère audacieux et expressif qui laisse une impression durable.",4.8,276,,Accueil > Capsules de café > Capsules XXL > Double Ristretto,https://www.lorespresso.com/media/catalog/product/0/1/01_fr_8711000422069_lor_barista_double_ristretto_10x_hero.png?format=jpeg
Extra Long 5 - lot de 50 Capsules,20.95,27.95,EURO,https://www.lorespresso.com//fr_fr/p/extra-long-5-5-packs,"Profitez de cet assortiment maxi de capsules L'OR Barista Extra long 5 en solde. L'OR BARISTA Extra long 5 signifie redécouvrir le plaisir de L'OR Extra long 5, dans une double capsule spécialement conçue pour la machine à café L'OR BARISTA afin de préparer deux tasses à la fois. Les capsules L'OR BARISTA Extra long 5 sont exclusivement compatibles avec la machine à café L'OR BARISTA. C'est la solution parfaite pour ces moments de qualité, que ce soit lorsqu'on reçoit un ami ou simplement pour profiter d'une expérience café prolongée.",4.7,147,-25 %,Accueil > Capsules de café > Capsules XXL > Extra Long 5 - lot de 50 Capsules,https://www.lorespresso.com/media/catalog/product/e/x/extra_long_5_multipack_.png?format=jpeg
Sélection XXL Intense,44.72,44.72,EURO,https://www.lorespresso.com//fr_fr/p/selection-intenses-capsule-double,Explorez notre gamme premium de capsules Double Espresso Intense méticuleusement élaborées pour ceux qui chérissent une expérience de café plus profonde et plus robuste. Notre collection présente un impressionnant assortiment de 8 paquets contenant chacun 10 capsules double espresso méticuleusement élaborées. Ce ne sont pas de simples capsules ; elles représentent un voyage à travers des niveaux d'intensité variés allant d'un solide 8 à un audacieux 13. Ces capsules offrent la commodité sans compromettre l'expérience du café gourmet. Plongez dans le luxe du choix et de la qualité avec notre sélection de capsules double espresso intenses et élevez votre rituel de café à de nouveaux sommets.,4.8,83,,Accueil > Capsules de café > Capsules XXL > Sélection XXL Intense,https://www.lorespresso.com/media/catalog/product/m/i/microsoftteams-image_41__1_3.png?format=jpeg
Double Barista Selection,5.59,5.59,EURO,https://www.lorespresso.com//fr_fr/p/double-barista-selection,"Un ristretto d’une intensité remarquable, où la puissance des arômes épicés s’entrelace avec une profondeur envoûtante. Conçu pour ceux qui recherchent un café au caractère audacieux, il offre une complexité gustative saisissante qui évolue à chaque gorgée. Découvrez ce café unique en format capsule XXL x10, spécialement conçu pour prolonger le plaisir et sublimer l'expérience de dégustation avec une extraction optimale des arômes.",4.8,330,Exclu Web,Accueil > Capsules de café > Capsules XXL > Double Barista Selection,https://www.lorespresso.com/media/catalog/product/0/1/01_fr_8711000422076_lor_barista_double_barista_10x_hero_3.png?format=jpeg
Extra Long 5,5.59,5.59,EURO,https://www.lorespresso.com//fr_fr/p/extra-long-5,"Découvrez L'OR Extra Long 5, un café subtil et crémeux aux arômes de fruits noirs et aux goûts surprenants. Il combine une complexité raffinée et un goût délicat pour une saveur intense et une expérience incomparable. Ce mélange équilibré saura ravir les palais les plus exigeants. Les capsules L'OR Extra Long 5 sont compatibles avec votre machine à café L’OR BARISTA®. Il vous suffit d'ouvrir l'emballage, d'insérer une capsule dans votre machine, puis d'appuyer sur le bouton lungo.",4.6,200,,Accueil > Capsules de café > Capsules XXL > Extra Long 5,https://www.lorespresso.com/media/catalog/product/0/1/01_fr_8711000549735_lor_barista_extra_long_5_10x_hero.png?format=jpeg
Double Espresso,5.59,5.59,EURO,https://www.lorespresso.com//fr_fr/p/double-espresso,"Commencez la journée avec un espresso qui allie fraîcheur et intensité. L'OR Double Espresso offre une expérience vivifiante, mêlant des notes acidulées d'agrumes confiturés à des arômes puissants de noix. Ce café délicatement équilibré révèle une intensité maîtrisée qui stimule les sens tout en douceur. Grâce à son format XXL, vous pouvez préparer deux espressos en un seul geste ou savourer un café plus long, sans compromettre la richesse des arômes. Un plaisir raffiné à chaque tasse.",4.7,244,,Accueil > Capsules de café > Capsules XXL > Double Espresso,https://www.lorespresso.com/media/catalog/product/0/1/01_fr_8711000422021_lor_barista_double_espresso_7_10x_hero.png?format=jpeg
Sélection Assortiment Capsules XXL,27.95,27.95,EURO,https://www.lorespresso.com//fr_fr/p/pack-varietes-selection-capsules-xxl,"Plongez dans un univers de saveurs avec le Pack Variétés Sélection Capsules XXL. Ce coffret exceptionnel comprend six saveurs uniques, soit un total de 60 capsules de café, le choix idéal pour ceux qui aiment varier les plaisirs. Du L'OR Pumpkin Spice Style, doux et chaleureux, aux arômes intenses du Double Ristretto, chaque capsule est conçue pour enrichir votre rituel café. Compatible exclusivement avec les machines L'OR BARISTA, cette sélection offre confort et qualité pour chaque moment café. Laissez-vous séduire par une palette de goûts et d'arômes inégalée avec cette collection idéale pour les passionnés de café !",4.6,50,,Accueil > Capsules de café > Capsules XXL > Sélection Assortiment Capsules XXL,https://www.lorespresso.com/media/catalog/product/c/2/c21323060_dtc_global_lor_content_xxl_bundle_proposal_01_640x640_1_.png?format=jpeg
Capsules XXL,,,EURO,https://www.lorespresso.com//fr_fr/p/pumpkin-spice-style,,,,-25 %,Accueil > Capsules de café > Capsules XXL,
Lot L’OR BARISTA Absolu Deep Black + 50 capsules Offertes,99.98,120.85,EURO,https://www.lorespresso.com//fr_fr/p/absolu-noire-offre-50-caps,"Redécouvrez le plaisir du café à la maison avec le lot L'OR BARISTA Absolu accompagné de 50 capsules soigneusement sélectionnées. Grâce à sa fonction Enjoy Over Ice, cette machine innovante vous permet de réaliser facilement des cafés glacés onctueux et rafraîchissants. Et pour une intensité maximale, la fonction Intensity Boost prolonge l’extraction afin de faire ressortir toute la richesse et la profondeur des arômes, pour un café plus audacieux à chaque tasse.",4.1,23,Offre de lancement,Accueil > Machines à café > Offre Machine à café L’OR BARISTA® > Lot L’OR BARISTA Absolu Deep Black + 50 capsules Offertes,https://www.lorespresso.com/media/catalog/product/c/2/c21362179_jde_l_or_dtc_absolu_machine_offer_esp_bundle_image_black_640x640.png?format=jpeg
Lot L’OR BARISTA Absolu Satin White + 50 capsules Offertes,99.98,120.85,EURO,https://www.lorespresso.com//fr_fr/p/absolu-blanche-offre-50-caps,"Réinventez votre pause café avec le lot L'OR BARISTA Absolu + 50 capsules, pensé pour satisfaire toutes vos envies, du café chaud intense au café glacé rafraîchissant. Dotée de la technologie Enjoy Over Ice, la machine L'OR BARISTA Absolu vous permet de préparer un café glacé à la crème onctueuse, à déguster comme chez un barista, directement à la maison. Pour une expérience encore plus personnalisée, le bouton Intensity Boost prolonge l’extraction afin de libérer des arômes riches et puissants, pour un espresso plus corsé ou un lungo plus audacieux.",4.1,23,Offre de lancement,Accueil > Machines à café > Offre Machine à café L’OR BARISTA® > Lot L’OR BARISTA Absolu Satin White + 50 capsules Offertes,https://www.lorespresso.com/media/catalog/product/c/2/c21362179_jde_l_or_dtc_absolu_machine_offer_esp_bundle_image_white_640x640.png?format=jpeg
Lot L’OR BARISTA Absolu Limestone Grey + 50 capsules Offertes,99.98,120.85,EURO,https://www.lorespresso.com//fr_fr/p/absolu-grise-offre-50-caps,"Laissez-vous séduire par le lot L'OR BARISTA Absolu et ses 50 capsules pour une expérience café aussi variée qu’exceptionnelle. Grâce à la fonction Enjoy Over Ice, vous pouvez réaliser des cafés glacés à la texture veloutée, parfaits pour les journées ensoleillées. Pour un café de caractère, le mode Intensity Boost intensifie les arômes en ajustant le temps d’extraction, pour des saveurs plus riches et concentrées à chaque utilisation.",4.1,23,Offre de lancement,Accueil > Machines à café > Offre Machine à café L’OR BARISTA® > Lot L’OR BARISTA Absolu Limestone Grey + 50 capsules Offertes,https://www.lorespresso.com/media/catalog/product/c/2/c21362179_jde_l_or_dtc_absolu_machine_offer_esp_bundle_image_grey_640x640.png?format=jpeg
Lot machine L'OR BARISTA Original + 200 capsules,79.99,159.89,EURO,https://www.lorespresso.com//fr_fr/p/piano-noir-200-capsules-pre,"Découvrez la machine à café L'OR BARISTA® Original Piano Noir avec ses 200 capsules offertes. Préparez un café ou doublez votre plaisir en préparant deux espressos à la fois. Récompensée par le Red Dot Design Award 2021, la L'OR BARISTA Original sublime vos moments café. Avec la L'OR BARISTA® Original, préparez un double espresso ou deux espressos en même temps. Les capsules L'OR BARISTA® XXL sont spécialement conçues pour cette machine. La L'OR BARISTA Original Piano Noir est compatible avec les capsules espresso classiques L'OR et les capsules XXL L'OR BARISTA®. Elle est également compatible avec les capsules Nespresso®* et d'autres marques dont Café Royal®, Carte Noire®, illy®, Lavazza® et la plupart des marques présentes en supermarché. Découvrez-la dès aujourd'hui. Ce lot contient une machine à café L'OR BARISTA et un assortiment prédéfini de 200 capsules classiques et XXL. Après votre achat, en ligne et recevez un bon d'achat de la valeur de 20€ à partir de 60€ de commande sur le site.",4.7,2206,Lot promo,Accueil > Machines à café > Offre Machine à café L’OR BARISTA® > Lot machine L'OR BARISTA Original + 200 capsules,https://www.lorespresso.com/media/catalog/product/o/r/original_black_200_1_1.png?format=jpeg
Lot machine L'OR BARISTA Original + 200 capsules,79.99,159.89,EURO,https://www.lorespresso.com//fr_fr/p/satin-blanc-200-capsules-pre,"Découvrez la machine à café L'OR BARISTA® Original Satin Blanc, désormais proposée avec son lot de 200 capsules. Savourez un simple café ou optez pour un double espresso, pour un double plaisir. Lauréate du Red Dot Design Award 2021, la L'OR BARISTA Original sublime votre expérience café. Avec L'OR BARISTA® Original, préparez un double espresso ou deux espressos simultanément. Les capsules L'OR BARISTA® XXL sont spécialement conçues pour cette machine. La L'OR BARISTA Original Satin Blanc est compatible avec les capsules espresso classiques L'OR, les capsules double espresso XXL L'OR BARISTA® et les capsules Nespresso®*. Elle fonctionne également parfaitement avec d'autres marques populaires comme Café Royal®, Carte Noire®, illy®, Lavazza® et la plupart des marques présentes en supermarché. Découvrez là dès aujourd'hui. Ce lot contient une machine à café L'OR BARISTA et un assortiment prédéfini de 200 capsules classiques et XXL. Après votre achat, en ligne et recevez un bon d'achat de la valeur de 20€ à partir de 60€ de commande sur le site.",4.7,2206,Lot promo,Accueil > Machines à café > Offre Machine à café L’OR BARISTA® > Lot machine L'OR BARISTA Original + 200 capsules,https://www.lorespresso.com/media/catalog/product/o/r/original_white_200_1_1.png?format=jpeg
Lot machine L'OR BARISTA Original + 200 capsules,79.99,159.89,EURO,https://www.lorespresso.com//fr_fr/p/rouge-carmin-200-capsules-pre,"Découvrez la machine à café L'OR BARISTA® Original Piano Noir avec ses 200 capsules offertes. Préparez un café ou doublez votre plaisir en préparant deux espressos à la fois. Récompensée par le Red Dot Design Award 2021, la L'OR BARISTA Original sublime vos moments café. Avec la L'OR BARISTA® Original, préparez un double espresso ou deux espressos en même temps. Les capsules L'OR BARISTA® XXL sont spécialement conçues pour cette machine. La L'OR BARISTA Original Piano Noir est compatible avec les capsules espresso classiques L'OR et les capsules XXL L'OR BARISTA®. Elle est également compatible avec les capsules Nespresso®* et d'autres marques dont Café Royal®, Carte Noire®, illy®, Lavazza® et la plupart des marques présentes en supermarché. Découvrez-la dès aujourd'hui. Ce lot contient une machine à café L'OR BARISTA et un assortiment prédéfini de 200 capsules classiques et XXL. Après votre achat, en ligne et recevez un bon d'achat de la valeur de 20€ à partir de 60€ de commande sur le site.",4.7,2206,Lot promo,Accueil > Machines à café > Offre Machine à café L’OR BARISTA® > Lot machine L'OR BARISTA Original + 200 capsules,https://www.lorespresso.com/media/catalog/product/o/r/original_red_200_1_1.png?format=jpeg
Lot machine L'OR BARISTA SUBLIME + 200 capsules,74.99,163.58,EURO,https://www.lorespresso.com//fr_fr/p/satin-blanc-sublime-200-capsules-pre,"Ce lot contient une machine à café L'OR BARISTA et un assortiment prédéfini de 200 capsules classiques et XXL. Après votre achat, en ligne et recevez un bon d'achat de la valeur de 20€ à partir de 60€ de commande sur le site.",4.7,2383,Lot promo,Accueil > Machines à café > Offre Machine à café L’OR BARISTA® > Lot machine L'OR BARISTA SUBLIME + 200 capsules,https://www.lorespresso.com/media/catalog/product/s/u/sublime_white_200_1.png?format=jpeg
Lot machine L'OR BARISTA SUBLIME + 200 capsules,74.99,163.58,EURO,https://www.lorespresso.com//fr_fr/p/piano-noir-sublime-200-capsules-pre,"Ce lot contient une machine à café L'OR BARISTA et un assortiment prédéfini de 200 capsules classiques et XXL. Après votre achat, en ligne et recevez un bon d'achat de la valeur de 20€ à partir de 60€ de commande sur le site.",4.7,2383,Lot promo,Accueil > Machines à café > Offre Machine à café L’OR BARISTA® > Lot machine L'OR BARISTA SUBLIME + 200 capsules,https://www.lorespresso.com/media/catalog/product/s/u/sublime_black_200_1.png?format=jpeg
Lot machine L'OR BARISTA SUBLIME + 200 capsules,74.99,163.58,EURO,https://www.lorespresso.com//fr_fr/p/sunet-rubis-sublime-200-capsules-pre-1,"Ce lot contient une machine à café L'OR BARISTA et un assortiment prédéfini de 200 capsules classiques et XXL. Après votre achat, en ligne et recevez un bon d'achat de la valeur de 20€ à partir de 60€ de commande sur le site.",4.7,2383,Lot promo,Accueil > Machines à café > Offre Machine à café L’OR BARISTA® > Lot machine L'OR BARISTA SUBLIME + 200 capsules,https://www.lorespresso.com/media/catalog/product/a/0/a02d891b-f04e-4531-8e37-66e6979e15ab_1_1.png?format=jpeg
Lot machine L'OR BARISTA by Alessi + 50 capsules,179.99,201.20,EURO,https://www.lorespresso.com//fr_fr/p/lot-machine-lor-alessi-50,,4.7,2383,Lot promo,Accueil > Machines à café > Offre Machine à café L’OR BARISTA® > Lot machine L'OR BARISTA by Alessi + 50 capsules,https://www.lorespresso.com/media/catalog/product/c/2/c21339911_jde_l_or_dtc_alessi_machine_bundle_640x640_1.png?format=jpeg
Lot machine L'OR BARISTA Creatif + 50 capsules,129.00,149.19,EURO,https://www.lorespresso.com//fr_fr/p/machine-a-cafe-creatif-50-capsules,"Profitez d'un café sur mesure grâce à la nouvelle machine à café connectée L'OR BARISTA Creatif. Cette machine des plus innovantes vous donne accès au Mode Barista afin de vous faire profiter à chaque fois d'un café d'exception personnalisé selon vos goûts. Essayez le Mode Barista en utilisant votre capsule L'OR Espresso préférée pour révéler des arômes inédits et redécouvrir votre café. Subtil & Délicat ou Puissant & Intense, choisissez parmi une sélection de profils qui sublimeront vos moments de dégustation. Contrôlez la température et la quantité d'eau pour un café parfait. Programmez même sa préparation pour qu'il soit prêt pile au moment où vous en avez besoin. L'application L'OR vous permet d'enregistrer vos paramètres favoris pour un café exactement comme vous l'aimez, tasse après tasse. Avec la L'OR BARISTA Creatif, chaque café est un moment de plaisir unique à savourer confortablement chez vous.",4.6,21,Lot promo,Accueil > Machines à café > Offre Machine à café L’OR BARISTA® > Lot machine L'OR BARISTA Creatif + 50 capsules,https://www.lorespresso.com/media/catalog/product/i/m/image_1_c21301266_dtc_lor_pdp_machine_bundle_50_capsules_1_.png?format=jpeg
Lot machine L'OR BARISTA Passione Rossa + 100 capsules,129.00,173.10,EURO,https://www.lorespresso.com//fr_fr/p/lot-machine-lor-ferrari-100,"Découvrez l'excellence du savoir-faire italien avec le lot Machine L'OR BARISTA Passione Rossa. Inspiré du partenariat entre L'OR et Ferrari Hypercar, ce lot contient une machine à café de haute qualité et un assortiment de 100 capsules. Chaque mélange est soigneusement élaboré pour offrir une expérience gustative unique et intense, capturant parfaitement l'essence de ce partenariat. Cette machine vous permet de préparer facilement toutes les variétés de café à base d'espresso, selon des standards de qualité professionnelle, directement dans votre cuisine. Préparez deux espressos à la fois, un double espresso, un délicieux espresso ou un café extra long. Cette édition spéciale n'est disponible que jusqu'à épuisement des stocks, alors ne manquez pas l'occasion d'en profiter avant qu'elle ne soit épuisée !",4.7,2383,Lot promo,Accueil > Machines à café > Offre Machine à café L’OR BARISTA® > Lot machine L'OR BARISTA Passione Rossa + 100 capsules,https://www.lorespresso.com/media/catalog/product/f/r/fr_ferrari_bundle.png?format=jpeg
